,Unnamed: 0,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
19401,19401,Ricercatore a t.d. - t.pieno (L. 79/2022),DAIDONE Mario,M,PALERMO,,MED/09,06/B1,"PROMOZIONE DELLA SALUTE, MATERNO - INFANTILE, DI MEDICINA INTERNA E SPECIALISTICA DI ECCELLENZA �G. D�ALESSANDRO�",2024,06 - Scienze mediche
19402,19402,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DAL COL Jessica,F,SALERNO,,MED/05,06/A2,"MEDICINA, CHIRURGIA E ODONTOIATRIA ""SCUOLA MEDICA SALERNITANA""",2024,06 - Scienze mediche
19403,19403,Associato,DAL MOLIN Alberto,M,PIEMONTE ORIENTALE,,MED/45,06/M1,Medicina Traslazionale,2024,06 - Scienze mediche
19404,19404,Associato,DAL MONTE Paola,F,BOLOGNA,,MED/07,06/A3,Scienze Mediche e Chirurgiche,2024,06 - Scienze mediche
19405,19405,Ordinario,DAL MORO Fabrizio,M,PADOVA,,MED/24,06/E2,SCIENZE CHIRURGICHE ONCOLOGICHE E GASTROENTEROLOGICHE- DiSCOG,2024,06 - Scienze mediche
19406,19406,Ricercatore,DAL PRA' Ilaria Pierpaola,F,VERONA,,MED/50,06/N1,"Scienze Chirurgiche, Odontostomatologiche e Materno-infantili",2024,06 - Scienze mediche
19407,19407,Associato,DALESSANDRI Domenico,M,BRESCIA,,MED/28,06/F1,"SPECIALITA' MEDICO-CHIRURGICHE, SCIENZE RADIOLOGICHE E SANITA' PUBBLICA",2024,06 - Scienze mediche
19408,19408,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),DALL'ARA Gianni,M,BOLOGNA,,MED/11,06/D1,SCIENZE MEDICHE E CHIRURGICHE,2024,06 - Scienze mediche
19409,19409,Associato,DALL'ASTA Andrea,M,PARMA,,MED/40,06/H1,Medicina e Chirurgia,2024,06 - Scienze mediche
19410,19410,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),DALL'ASTA Margherita,F,Cattolica del Sacro Cuore,"Scienze Agrarie, Alimentari e Ambientali ",MED/49,06/D2,Non disponibile,2024,06 - Scienze mediche
19411,19411,Ordinario,DALL'IGNA Patrizia,F,PADOVA,,MED/20,06/E2,SALUTE DELLA DONNA E DEL BAMBINO - SDB,2024,06 - Scienze mediche
19412,19412,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),DALL'OGLIO Federica Aurelia,F,CATANIA,,MED/35,06/D4,CHIRURGIA GENERALE E SPECIALITÀ MEDICO-CHIRURGICHE,2024,06 - Scienze mediche
19413,19413,Associato confermato,DALL'OLIO Fabio,M,BOLOGNA,,MED/04,06/A2,Scienze Mediche e Chirurgiche,2024,06 - Scienze mediche
19414,19414,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),DALL'OLMO Luigi,M,PADOVA,,MED/18,06/C1,SCIENZE CHIRURGICHE ONCOLOGICHE E GASTROENTEROLOGICHE- DISCOG,2024,06 - Scienze mediche
19415,19415,Associato,DALLA GASPERINA Daniela,F,INSUBRIA,,MED/17,06/D4,Medicina e Innovazione Tecnologica,2024,06 - Scienze mediche
19416,19416,Associato,DALLA VALLE Raffaele,M,PARMA,,MED/18,06/C1,Medicina e Chirurgia,2024,06 - Scienze mediche
19417,19417,Ordinario,DALLE CARBONARE Luca Giuseppe,M,VERONA,,MED/09,06/B1,Ingegneria per la Medicina di Innovazione,2024,06 - Scienze mediche
19418,19418,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DALLIO Marcello,M,"CAMPANIA - ""L. VANVITELLI""",,MED/12,06/D4,MEDICINA DI PRECISIONE,2024,06 - Scienze mediche
19419,19419,Associato,DALLOLIO Laura,F,BOLOGNA,,MED/42,06/M1,Scienze Biomediche e Neuromotorie,2024,06 - Scienze mediche
19420,19420,Ordinario,DALMASSO Paola,F,TORINO,,MED/01,06/M1,Scienze della sanità pubblica e pediatriche,2024,06 - Scienze mediche
19421,19421,Ricercatore,DALMASTRI Vittorio,M,BOLOGNA,,MED/14,06/D2,Scienze Mediche e Chirurgiche,2024,06 - Scienze mediche
19422,19422,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DALMIGLIO Cristina,F,SIENA,,MED/13,06/D2,"SCIENZE MEDICHE, CHIRURGICHE E NEUROSCIENZE",2024,06 - Scienze mediche
19423,19423,Ordinario,DAMANTE Giuseppe,M,UDINE,,MED/03,06/A1,Medicina,2024,06 - Scienze mediche
19424,19424,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DAMANTI Sarah,F,UNISR - San Raffaele,Medicina e Chirurgia ,MED/09,06/B1,FACOLTA' DI MEDICINA E CHIRURGIA,2024,06 - Scienze mediche
19425,19425,Associato,DAMATO Valentina,F,FIRENZE,,MED/26,06/D6,"Neuroscienze, Psicologia, Area del Farmaco e Salute del Bambino (NEUROFARBA)",2024,06 - Scienze mediche
19426,19426,Associato confermato,DAMIANI Daniela,F,UDINE,,MED/15,06/D3,Medicina,2024,06 - Scienze mediche
19427,19427,Associato,DAMIANI Elisa,F,Politecnica delle MARCHE,,MED/41,06/L1,SCIENZE BIOMEDICHE E SANITA' PUBBLICA,2024,06 - Scienze mediche
19428,19428,Associato confermato,DAMIANI Gianfranco,M,Cattolica del Sacro Cuore,Medicina e Chirurgia ,MED/42,06/M1,SANIT� PUBBLICA,2024,06 - Scienze mediche
19429,19429,Ricercatore a t.d. - t.defin. (art. 24 c.3-b L. 240/10),DAMIANI Giovanni,M,MILANO,,MED/35,06/D4,"SCIENZE BIOMEDICHE, CHIRURGICHE E ODONTOIATRICHE",2024,06 - Scienze mediche
19430,19430,Ricercatore,DAMIANI Stefania,F,BOLOGNA,,MED/08,06/A4,Scienze Mediche e Chirurgiche,2024,06 - Scienze mediche
19431,19431,Ricercatore,DAMIANO Fernando,M,Cattolica del Sacro Cuore,Medicina e Chirurgia ,MED/17,06/D4,CLINICA DELLE MALATTIE INFETTIVE,2024,06 - Scienze mediche
19432,19432,Ordinario,DAMIANO Rocco,M,CATANZARO,,MED/24,06/E2,Medicina Sperimentale e Clinica,2024,06 - Scienze mediche
19433,19433,Ricercatore,DAMMACCO Rosanna,F,BARI,,MED/30,06/F2,Biomedicina Traslazionale e Neuroscienze (DiBraiN),2024,06 - Scienze mediche
19434,19434,Ordinario,DANELLI Piergiorgio,M,MILANO,,MED/18,06/C1,Scienze biomediche e cliniche,2024,06 - Scienze mediche
19435,19435,Ordinario,DANESE Silvio,M,UNISR - San Raffaele,Medicina e Chirurgia ,MED/12,06/D4,FACOLTA' DI MEDICINA E CHIRURGIA,2024,06 - Scienze mediche
19436,19436,Ordinario,DANI Carlo,M,FIRENZE,,MED/38,06/G1,"Neuroscienze, Psicologia, Area del Farmaco e Salute del Bambino (NEUROFARBA)",2024,06 - Scienze mediche
19437,19437,Ricercatore,DANIELE Antonio,M,Cattolica del Sacro Cuore,Medicina e Chirurgia ,MED/26,06/D6,NEUROLOGIA,2024,06 - Scienze mediche
19438,19438,Ordinario,DANIELE Aurora,F,Napoli Federico II,,M-EDF/01,06/N2,Medicina Molecolare e Biotecnologie Mediche,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
19439,19439,Associato,DANIELE Giuseppe,M,PISA,,MED/13,06/D2,MEDICINA CLINICA E SPERIMENTALE,2024,06 - Scienze mediche
19440,19440,Associato confermato,DANIELI Maria Giovanna,F,Politecnica delle MARCHE,,MED/09,06/B1,SCIENZE CLINICHE E MOLECOLARI,2024,06 - Scienze mediche
19441,19441,Associato,DANIELI Roberta,F,Univ. Telematica San Raffaele Roma,,MED/36,06/I1,Dipartimento di Promozione delle Scienze Umane e della Qualità della Vita,2024,06 - Scienze mediche
19442,19442,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DANIELIS Matteo,M,PADOVA,,MED/45,06/M1,SCIENZE CARDIO-TORACO-VASCOLARI E SANITA' PUBBLICA,2024,06 - Scienze mediche
19443,19443,Associato,DANTE Angelo,M,L'AQUILA,,MED/45,06/M1,"Medicina clinica, sanit� pubblica, scienze della vita e dell'ambiente",2024,06 - Scienze mediche
19444,19444,Ricercatore,DANZA Giovanna,F,FIRENZE,,MED/46,06/N1,Scienze Biomediche Sperimentali e Cliniche 'Mario Serio',2024,06 - Scienze mediche
19445,19445,Associato,DARDANO Angela,F,PISA,,MED/13,06/D2,MEDICINA CLINICA E SPERIMENTALE,2024,06 - Scienze mediche
19446,19446,Associato,DARRA Francesca,F,VERONA,,MED/39,06/G1,Ingegneria per la Medicina di Innovazione,2024,06 - Scienze mediche
19447,19447,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),DASSIE Francesca,F,PADOVA,,MED/09,06/B1,MEDICINA - DIMED,2024,06 - Scienze mediche
19448,19448,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),DATTILO Giuseppe,M,MESSINA,,MED/11,06/D1,"SCIENZE BIOMEDICHE, ODONTOIATRICHE E DELLE IMMAGINI MORFOLOGICHE E FUNZIONALI",2024,06 - Scienze mediche
19449,19449,Associato,DATTOLA Annunziata,F,"ROMA ""La Sapienza""",,MED/35,06/D4,"Scienze Cliniche Internistiche, Anestesiologiche e Cardiovascolari",2024,06 - Scienze mediche
19450,19450,Associato confermato,DAURI Mario,M,"ROMA ""Tor Vergata""",,MED/41,06/L1,Scienze Cliniche e Medicina Traslazionale,2024,06 - Scienze mediche
19451,19451,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),DAVICO Chiara,F,TORINO,,MED/39,06/G1,Scienze della sanità pubblica e pediatriche,2024,06 - Scienze mediche
19452,19452,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),DAVID Emanuele,M,CATANIA,,MED/37,06/I1,"SCIENZE MEDICHE, CHIRURGICHE E TECNOLOGIE AVANZATE G.F. INGRASSIA",2024,06 - Scienze mediche
19453,19453,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DE AMICIS Ramona Silvana,F,MILANO,,MED/49,06/D2,"SCIENZE PER GLI ALIMENTI, LA NUTRIZIONE E L'AMBIENTE",2024,06 - Scienze mediche
19454,19454,Associato,DE ANDREA Marco,M,TORINO,,MED/07,06/A3,Scienze della sanità pubblica e pediatriche,2024,06 - Scienze mediche
19455,19455,Ricercatore,DE ANGELIS Carlo,M,"ROMA ""La Sapienza""",,MED/40,06/H1,Materno Infantile e Scienze Urologiche,2024,06 - Scienze mediche
19456,19456,Associato,DE ANGELIS Carmine,M,Scuola Superiore Meridionale,,MED/06,06/D3,Area Interdisciplinare Scientifico-Tecnologica,2024,06 - Scienze mediche
19457,19457,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DE ANGELIS Cristina,F,Napoli Federico II,,MED/13,06/D2,MEDICINA CLINICA E CHIRURGIA,2024,06 - Scienze mediche
19458,19458,Associato,DE ANGELIS Danilo,M,MILANO,,MED/43,06/M2,Scienze biomediche per la salute,2024,06 - Scienze mediche
19459,19459,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),DE ANGELIS Francesca,F,"ROMA ""La Sapienza""",,MED/28,06/F1,SCIENZE ODONTOSTOMATOLOGICHE E MAXILLO-FACCIALI,2024,06 - Scienze mediche
19460,19460,Associato,DE ANGELIS Francesco,M,CHIETI-PESCARA,,MED/28,06/F1,"Scienze Mediche, Orali e Biotecnologiche",2024,06 - Scienze mediche
19461,19461,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),DE ANGELIS Giulia,F,Cattolica del Sacro Cuore,Medicina e Chirurgia ,MED/07,06/A3,Non disponibile,2024,06 - Scienze mediche
19462,19462,Associato confermato,DE ANGELIS Marco,M,L'AQUILA,,M-EDF/02,06/N2,Scienze cliniche applicate e biotecnologiche,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
19463,19463,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DE ANGELIS Maria Chiara,F,Napoli Federico II,,MED/40,06/H1,NEUROSCIENZE E SCIENZE RIPRODUTTIVE ED ODONTOSTOMATOLOGICHE,2024,06 - Scienze mediche
19464,19464,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DE ANGELIS Maria Teresa,F,CATANZARO,,MED/04,06/A2,MEDICINA SPERIMENTALE E CLINICA,2024,06 - Scienze mediche
19465,19465,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DE ANGELIS Marta,F,"ROMA ""La Sapienza""",,MED/07,06/A3,MEDICINA MOLECOLARE,2024,06 - Scienze mediche
19466,19466,Associato confermato,DE ANGELIS Nicola,M,FERRARA,,MED/18,06/C1,Medicina traslazionale e per la Romagna,2024,06 - Scienze mediche
19467,19467,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),DE ANGELIS Paolo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia ,MED/28,06/F1,Non disponibile,2024,06 - Scienze mediche
19468,19468,Associato,DE ANGELIS Rossella,F,Politecnica delle MARCHE,,MED/16,06/D3,SCIENZE CLINICHE E MOLECOLARI,2024,06 - Scienze mediche
19469,19469,Ordinario,DE BARI Cosimo,M,MODENA e REGGIO EMILIA,,MED/16,06/D3,"Chirurgico, medico, odontoiatrico e di scienze morfologiche con interesse trapiantologico, oncologico e di medicina rigenerativa",2024,06 - Scienze mediche
19470,19470,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),DE BARTOLO Maria Ilenia,F,"ROMA ""La Sapienza""",,MED/26,06/D6,"SCIENZE RADIOLOGICHE, ONCOLOGICHE E ANATOMO-PATOLOGICHE",2024,06 - Scienze mediche
19471,19471,Ordinario,DE BARTOLOMEIS Andrea,M,Napoli Federico II,,MED/50,06/N1,Neuroscienze e Scienze Riproduttive ed Odontostomatologiche,2024,06 - Scienze mediche
19472,19472,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DE BELLIS Mario,M,VERONA,,MED/18,06/C1,"SCIENZE CHIRURGICHE, ODONTOSTOMATOLOGICHE E MATERNO-INFANTILI",2024,06 - Scienze mediche
19473,19473,Associato,DE BELVIS Antonio Giulio,M,Cattolica del Sacro Cuore,Economia ,MED/42,06/M1,SANIT� PUBBLICA,2024,06 - Scienze mediche
19474,19474,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),DE BENEDICTIS Anna,F,"Univ. ""Campus Bio-Medico"" di ROMA",,MED/45,06/M1,MEDICINA E CHIRURGIA,2024,06 - Scienze mediche
19475,19475,Associato,DE BERARDINIS Ettore,M,"ROMA ""La Sapienza""",,MED/24,06/E2,Materno Infantile e Scienze Urologiche,2024,06 - Scienze mediche
19476,19476,Ordinario,DE BERNARD Marina,F,PADOVA,,MED/04,06/A2,BIOLOGIA (DiBio),2024,06 - Scienze mediche
19477,19477,Associato,DE BERNARDO Maddalena,F,SALERNO,,MED/30,06/F2,"Medicina, Chirurgia e Odontoiatria ""Scuola Medica Salernitana""",2024,06 - Scienze mediche
19478,19478,Associato confermato,DE BIASE Alberto,M,"ROMA ""La Sapienza""",,MED/28,06/F1,Scienze odontostomatologiche e maxillo-facciali,2024,06 - Scienze mediche
19479,19479,Associato,DE BIASE Dario,M,BOLOGNA,,MED/04,06/A2,Farmacia e Biotecnologie,2024,06 - Scienze mediche
19480,19480,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),DE BIASI Sara,F,MODENA e REGGIO EMILIA,,MED/04,06/A2,SCIENZE MEDICHE E CHIRURGICHE MATERNO-INFANTILI E DELL'ADULTO,2024,06 - Scienze mediche
19481,19481,Associato confermato,DE BLASI Roberto Alberto,M,"ROMA ""La Sapienza""",,MED/41,06/L1,Scienze medico-chirurgiche e di Medicina traslazionale,2024,06 - Scienze mediche
